OBJECT_NAME,LOCATOR,VALUE,X_COORD,Y_COORD,WIDTH,HEIGHT
MSG_HUOM,By.CSS_SELECTOR,.msg>h2,735,254,450,45
MSG_JATKA,By.CSS_SELECTOR,.msg>button,840,529,240,48
