OBJECT_NAME,LOCATOR,VALUE,X_COORD,Y_COORD,WIDTH,HEIGHT
BODY_OVEN_MITAT,By.XPATH,//BODY/SECTION[4]/DIV[7]/DIV[2]/H2[1],735,254,450,45
CLASS_CONFIRM,By.CLASS_NAME,confirm,798,489,160,48
CLASS_CANCEL,By.CLASS_NAME,cancel,962,489,160,48
